behoorde	A1	de al eerder genoemde dichter Nicolaas Beets , die vijf jaar lang lessen bij hem volgde
noemen	#	de brave Hendrik
maakte	ArgM-ADV	Blijkbaar
bleek	ArgM-PNC	voor Anslijn
was	#	braafheid
hebben	Arg1	aldaar gewoond of voor die stad gewerkt hebben ( Alkmaar 1905
brengen	A1	de leerstof
omschreef	Arg0	oud-leerling Nicolaas Beets zijn toon ( Beets , 8
vermoeden	ArgM-NEG	nooit
was	#	weggegleden
werken	AM-TMP	jaren
behoorde	AM-NEG	niet
leidde	ArgM-PRD	als rondtrekkend ambachtsman
ingelijfde	ArgM-LOC	bij Frankrijk
lijkt	Arg0	zij
genoemd	ArgM-TMP	in de negentiende eeuw
opgegroeid	ArgM-NEG	ermee
vergroten	Arg1	zijn kennis van flora en fauna
opvoeden	ArgM-TMP	Vijf eeuwen
herdrukt	ArgM-EXT	zestig keer
prepareerde	ArgM-PRD	zelf
schreef	AM-LOC	in 1809
kampte	Arg0	hij
was	#	populair
geciteerd	ArgM-LOC	in : Van der Sluys en Zonneveld
verzorgde	ArgM-DIS	Daarnaast
is	Arg0	De hoofdpersoon
trouwde	AM-TMP	in mei 1800
geleerd	Arg1	Hendrik
vinden	A1	een baan
kunstschilderen	#	het
schrijven	A1	De zeven kinderen Anslijn
