was	#	het huwelijk dat VerHuell in maart 1784 , tijdens een drie maanden durend oponthoud aan Kaap de Goede Hoop , sloot met de zeer welgestelde Anna Jacoba Bosch , die - hoewel pas vijftien jaar oud - al weduwe was van de raad-ordinaris van Indië Jacobus Cornelis Mattheus Radermacher
verleend	ArgM-LOC	op eigen verzoek
ontslagen	AM-DIR	uit het verbeterhuis
halen	Arg0	zijn broer Carel Hendrik
gedaan	ArgM-TMP	troonsafstand
ondernam	Arg1	enige vergeefse pogingen zijn broer Carel Hendrik over te halen Den Helder , met het Texels vlooteskader en het Franse garnizoen waarover deze het bevel voerde , over te geven aan de Nederlandse belegeraars
maakte	Arg0	hij
blijken	#	een weinig gelukkig huwelijk
richtte	ArgM-REC	zich
rapporteren	Arg2	aan hen
opvolgen	AM-TMP	op gebruikelijke wijze
aarden	AM-DIS	namelijk
geplaatst	A2	in het verbeterhuis van Arnhem
was	#	door de financiële regelingen met zijn echtgenote een man in bonus was geworden
bevorderd	Arg2	tot ordinaris kapitein-ter-zee
benoemde	Arg0	de Koning
zijn	Arg0	Zijn vrouw Anna - van wie hij sinds 1793 gescheiden van tafel en bed leefde
geboren	Arg1	een dochter
brengen	A1	een preadvies uit te brengen over de beste manier om de Oost te land en ter zee te verdedigen
vroeg	A1	eervol ontslag
geven	Arg3	aan de Nederlandse belegeraars
had	ArgM-NEG	geen strafrechtelijke gevolgen
overgebracht	A1	Napoleons bevel had overgebracht om het besluit over een financiële vergoeding aan de Oranjes terug te draaien
kwam	Arg1	zijn naam
kwamen	ArgM-MNR	gaandeweg
zoeken	A1	een carrière
had	Arg1	een gelukkige hand in speculaties op de beurs
had	Arg1	De opleiding tot marineofficier
gesproken	Arg1	Over zijn vroegere vriendin Pasdeloup
vond	A1	een invloedrijk beschermheer
zijn	#	diensten
wees	#	Het departementaal gerechtshof van Gelderland
was	#	Het
bestrijden	A1	de vanaf de Noord-Afrikaanse kust opererende Barbarijse zeerovers
vertrok	A2	nog dat jaar voor enige tijd naar Krefeld
bleek	Arg1	namelijk niet te kunnen aarden in de Republiek
geweest	ArgM-PNC	ter zee Ver-Huell
drukken	Arg1	een belangrijk stempel
behoorde	A1	tot de ' kleinere goden ' van de Bataafs-Franse tijd , die wellicht typerender waren voor de politieke gang van zaken dan de ' grotere
brengen	ArgM-NEG	namelijk het verrichten van een onderzoek naar de staat van verdediging van de nederzettingen van de Verenigde Oost-Indische Compagnie ( VOC ) en de mogelijkheden
regelen	#	van de ( financiële ) zaken van en met zijn echtgenote
deed	Arg1	een vergeefse poging om in Russische zeedienst over te gaan
draaien	#	terug
spreek	#	uit
weigerde	A1	VerHuell
wonen	Arg0	een ambteloos , gerespecteerd en vermogend burger
waren	ArgM-DIS	wellicht
dienden	ArgM-CAU	Aangezien de oudste zoon op gebruikelijke wijze de vader zou opvolgen in diens bestuurlijke functies , dienden de jongere zoons een carrière te zoeken in het leger of de marine
was	ArgM-ADV	gaan
beschikken	Arg1	over een Bataafse verbindingsofficier onder zijn directe commando
afgezien	#	van een dochter uit zijn vaders eerste huwelijk
beschouwen	A2	als persona non grata
leverde	Arg0	De bijna vierenhalf jaar durende inspectietocht
werd	Arg1	Anna
hebben	Arg1	zitting
was	#	Louis Bonaparte
bood	A1	de uit ballingschap teruggekeerde Oranjevorst
adviseren	ArgM-DIS	over een nieuwe bestuursvorm voor deze overzeese bezittingen en over de wijze
waren	#	Het late tijdstip van de overgave , de boodschap van 1804 en de innige relatie tussen de gebroeders VerHuell
resulteerde	Arg0	Deze bijzondere opdracht
gaan	Arg2	in Russische zeedienst
Gehuwd	ArgM-TMP	op 28-3-1784
teruggekeerde	ArgM-CAU	uit ballingschap
werd	ArgM-TMP	Na de benoeming van Van Kinsbergen tot opperbevelhebber van de zeemacht , eind september 1793
deed	Arg0	Hij
benoemd	ArgM-TMP	vervolgens
stond	A2	als de boodschapper die in 1804 aan het Staatsbewind Napoleons bevel had overgebracht om het besluit over een financiële vergoeding aan de Oranjes terug te draaien
opererende	ArgM-TMP	vanaf de Noord-Afrikaanse kust
geleden	Arg1	onder de reis
doorlopen	A1	een afwisselende carrière
vermeld	ArgM-DIS	Ook
gecommandeerd	Arg1	dat
begon	A1	VerHuell begon te beschouwen als deel van een te veel op keizer Napoleon gerichte factie , waartoe ook zijn broer Carel Hendrik als minister van Marine en Dirk van Hogendorp als minister van Oorlog zouden behoren
gerichte	ArgM-EXT	te veel
kreeg	Arg1	opdracht een preadvies uit te brengen over de beste manier om de Oost te land en ter zee te verdedigen
vragen	Arg1	een definitieve scheiding
was	#	aanleiding een definitieve scheiding aan te vragen
ontsloeg	AM-LOC	waarbij
verdedigen	A1	de Oost te land en ter zee
gebeuren	ArgM-LOC	op 4 mei 1814
bleef	#	Dit huwelijk
bijgezet	Arg1	Zijn stoffelijk overschot
vestigde	A0	hij
gesloten	Arg2	met Frankrijk
