meebracht	Arg1	kinderen meebracht , onder wie haar zoon Elbert , die later zou trouwen met Zegers oudste dochter Johanna
overleed	ArgM-TMP	op 15 augustus 1557
worden	Arg0	Zeger zelf
zal	Arg0	hij
waren	#	ook waren geweest
was	ArgM-TMP	toen hertog Karel hem als opvolger van zijn overleden vader naar voren schoof als lid van de Arnhemse raad
was	#	al eerder was overleden
beleend	Arg1	Adolf
bezat	#	het
gedaan	Arg1	afstand
begiftigd	Arg2	in 1505
geleden	Arg1	die
bereiken	Arg0	die
springen	Arg1	op 20 januari 1533
deed	ArgM-TMP	Op 16 oktober 1543
was	#	evenals met het ‘ goet tot Hirnen ' in het kerspel Berinchem , in 1481 na het overlijden van haar vader was beleend
is	#	Het
behoren	A2	tot de selectieve kring van Van Bronckhorst en Van Meurs
overdoen	Arg0	hij
werd	#	lid werd van het Hof te Arnhem
binnentrok	Arg1	die
laten	AM-DIR	na
overlijden	#	van haar broer
was	Arg1	dat
noemt	ArgM-NEG	niet
geboren	ArgM-TMP	in 1507
overleed	Arg0	hij
voortzette	Arg1	de strijd tegen de Van Varicks
komen	Arg0	alleen Zeger zèlf , dan wel ook zijn eventuele mannelijke nakomelingen
onderstreept	Arg1	zijn vertrouwenspositie aan het hof
wist	A0	die
betwijfelen	ArgM-ADV	zeer
is	#	over zijn jeugd is niets bekend
bedacht	ArgM-CAU	wegens zijn trouwe diensten -- wat die ook waren geweest
overleefd	Arg0	dat
krijgen	#	deze zogenaamde ‘ constitutie ' , waarbij Johan Bentinck zijn vrij eigen huis Het Loo als leen aan de hertog opdroeg
was	Arg0	zijn tweede vrouw
doorlopend	ArgM-LOC	vrijwel
hertrouwen	ArgM-LOC	in 1543 te hertrouwen met Catharina van Honnepel , weduwe van Reinier van Voorst tot Dorenburg , die op haar beurt ook kinderen meebracht , onder wie haar zoon Elbert , die later zou trouwen met Zegers oudste dochter Johanna
krijgen	ArgM-ADV	nog
zal	ArgM-ADV	zijn
zijn	#	dus in de omgeving van Ede zijn opgegroeid
genoot	#	Filips ' zuster Margriet , de weduwe van Adolf
hertrouwde	ArgM-TMP	in 1543
naliet	AM-TMP	in of kort vóór 1536
overlijden	#	het
was	#	deze
noemde	ArgM-TMP	ingeval Bentincks eigen leenbekwame zonen Adolf en Karel zonder mannelijke nakomelingen mochten overlijden
woonden	Arg1	waar
viel	Arg0	de eer te beurt viel te behoren tot de selectieve kring van Van Bronckhorst en Van Meurs
beleven	Arg1	de minnelijke schikking mogen beleven die in 1595-1596 leidde tot een verdeling van Het Loo
zijn	#	geweest op Het Loo , waar zijn schoonouders woonden
trouwde	AM-LOC	op Het Loo
geboren	Arg2	Uit dit huwelijk
was	#	Er was namelijk verschil van mening geweest of alleen Zeger zèlf , dan wel ook zijn eventuele mannelijke nakomelingen voor die belening in aanmerking zouden komen
leidde	Arg2	tot een verdeling van Het Loo
kwam	ArgM-TMP	in 1562
betrof	Arg0	wat
overleed	ArgM-TMP	Op 12 december 1531
gekoppelde	ArgM-PRD	daaraan
gemachtigd	Arg0	Zeger van Arnhem
was	#	de zoon van de in 1486 overleden burgemeester Wynant van Arnhem
trouwen	A0	die
ondertekende	Arg1	het verdrag ondertekende waarbij de op handen zijnde opvolging van hertog Karel door Willem van Kleef en Gulik werd geregeld
vermeldt	Arg1	de literatuur
was	#	identiek
zien	Arg0	we
overlijden	#	diens
overleed	ArgM-LOC	op 22 september 1542
betrokken	Arg1	waarbij
beleende	ArgM-MNR	met het jagermeesterschap van de Veluwe
zijnde	#	op handen
had	ArgM-MNR	in zijn kwartieren
duurde	Arg0	die
werd	#	aanleiding tot een erfrechtelijke kwestie tussen de families Van Arnhem en Van Varick , die decennia lang duurde
overleden	ArgM-TMP	in 1486
was	#	afgescheiden
gemaakt	Arg1	de aanzet
treden	AM-LOC	in de rechten van zijn overleden vader
is	ArgM-MNR	Dat hij , zoals de literatuur vermeldt , identiek was met de Johan van Arnhem die in 1505 door hertog Karel met het schoutambt van Gelre , het tegenwoordige Duitse Geldern , werd begiftigd , is zeer te betwijfelen
